project_id	archive_name	original_path	candidate_root	workspace_root	actual_runnable_root	source_type	original_url	original_author	framework	runtime	package_manager	entrypoint	build_command	output_directory	is_html_fragment	is_public_template	is_library	is_backend	has_demo	demo_root	requires_workspace_context	content_hash	should_deploy	classification_reason	vercel_project_name
glasslab-Users-lekan-Dev-glass-projects-lab-originals-ios-liquid-glass-ios-liquid-glass-src	ios-liquid-glass		/Users/lekan/Dev/glass-projects-lab/originals/ios-liquid-glass/ios-liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/ios-liquid-glass/ios-liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/ios-liquid-glass/ios-liquid-glass/src	github			html-fragment	browser	npm				False	False	False	False	False		False	6659d1e6b8814143ec5abd8f9e2bdf02b8b303bb99fdb3ae25c49f5c29e6e9dc	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-ios-liquid-glass-ios-liquid-glass-src
glasslab-Users-lekan-Dev-glass-projects-lab-originals-apple-liquid-glass-ui-2025-apple-liquid-glass-ui-2025-src	apple-liquid-glass-ui-2025		/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-ui-2025/apple-liquid-glass-ui-2025/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-ui-2025/apple-liquid-glass-ui-2025/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-ui-2025/apple-liquid-glass-ui-2025/src	github			html-fragment	browser	npm				False	False	False	False	False		False	2bfa0c8993656269cbc466787bea2aac2dfefd46058bde322ac177aaa0685353	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-apple-liquid-glass-ui-2025-apple-liquid-glass-
glasslab-Users-lekan-Dev-glass-projects-lab-originals-pure-css-glassmorphism-liquid-glass-ui-kit-1-pure-css-glassmorphism-liquid-glass-ui-kit-src	pure-css-glassmorphism-liquid-glass-ui-kit-1		/Users/lekan/Dev/glass-projects-lab/originals/pure-css-glassmorphism-liquid-glass-ui-kit-1/pure-css-glassmorphism-liquid-glass-ui-kit/src	/Users/lekan/Dev/glass-projects-lab/originals/pure-css-glassmorphism-liquid-glass-ui-kit-1/pure-css-glassmorphism-liquid-glass-ui-kit/src	/Users/lekan/Dev/glass-projects-lab/originals/pure-css-glassmorphism-liquid-glass-ui-kit-1/pure-css-glassmorphism-liquid-glass-ui-kit/src	github			html-fragment	browser	npm				False	False	False	False	False		False	35b8f4e01dc93d7b727744322bab591e2ca41d8c73e09a87eadd519acd970bdc	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-pure-css-glassmorphism-liquid-glass-ui-kit-1-p
glasslab-Users-lekan-Dev-glass-projects-lab-originals-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src	select-dropdown-with-appearance-base-select-liquid-glass-1		/Users/lekan/Dev/glass-projects-lab/originals/select-dropdown-with-appearance-base-select-liquid-glass-1/select-dropdown-with-appearance-base-select-liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/select-dropdown-with-appearance-base-select-liquid-glass-1/select-dropdown-with-appearance-base-select-liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/select-dropdown-with-appearance-base-select-liquid-glass-1/select-dropdown-with-appearance-base-select-liquid-glass/src	github			html-fragment	browser	npm				False	False	False	False	False		False	92e12220f3d131249830901cc7c09e840015f463e38c9935ab264796ebed12a4	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-select-dropdown-with-appearance-base-select-li
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	github			static-html	browser	pnpm		pnpm run build	dist	False	False	False	False	False		False	62476edb55a9f4b970b72a557f04c86276383319bec5f02cd79887f01ad280fe	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-three-react	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three-react	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three-react	github			react	browser	pnpm		pnpm run build	dist	False	False	False	False	False		True	b8657ac0d12761c3aae2f21f9c79f01e2f2c4c710a13f8e6c43268b9e62d9d9b	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-thr
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-minimal	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/minimal	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/minimal	github			react	browser	pnpm		pnpm run build	dist	False	False	False	False	False		True	dca5cba1b9264c7db9fcc07c19185498e4eb12f7fe298407358eb630e679c11d	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-min
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-three	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three	github			vite-vanilla	browser	pnpm		pnpm run build	dist	False	False	False	False	False		True	f2653e1faad6fd5500dbe0d4b95611af6f6539b88e7f736e00ce7a79044a26ab	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-thr
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-three-layout	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three-layout	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three-layout	github			vite-vanilla	browser	pnpm		pnpm run build	dist	False	False	False	False	False		True	9900e4c03165b27ee2ae5f51b58c524a2a93373d85a2305e0ccaad1799fe7c73	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-thr
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-showcase	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/showcase	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/showcase	github			react	browser	pnpm		pnpm run build	dist	False	False	False	False	False		True	4eed64c93e7d35c03d82fa7d74181ed0a429596171d81e36df8a213759f3837b	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-sho
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-three-r3f	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three-r3f	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/three-r3f	github			react	browser	pnpm		pnpm run build	dist	False	False	False	False	False		True	1db1a962f9e1431d53a5d7f8fce6bc1e33e3736345117aa957fd3c0b4260d653	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-thr
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-blending	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/blending	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/demo/blending	github			react	browser	pnpm		pnpm run build	dist	False	False	False	False	False		True	64c287d8ff2b3a400b94b4def3a5e18fd093a57386d493acbea3e615d874d1c8	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-demo-ble
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages-core	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/core	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/core	github			static-html	browser	pnpm		pnpm run build	dist	False	False	True	False	True		True	ff78d1f9f5f970b5d438e719de5b1e13cfdff5da1373d4152a92bfd9feae0ed7	False	package library	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages-layout	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/layout	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/layout	github			react	browser	pnpm		pnpm run build	dist	False	False	True	False	True		True	a4ac09a0a330ae4faa4cc8a1caf01223ac194b5f61b2c672c16b10719607fe91	False	package library	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages-layout-playground	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/layout/playground	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/layout/playground	github			static-html	browser	pnpm				False	False	False	False	False		True	80b2347b6ec247084f8627788087f4004857d9e32f4f3c9fa6c3bc67b08d6f1a	True	real demo playground	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages-r3f	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/r3f	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/r3f	github			react	browser	pnpm		pnpm run build	dist	False	False	True	False	True		True	f1c7c3f883a8d808cf0bbf89ec8ae7008b6ff83f8ce78408cf4319cc74c23993	False	package library	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages-three	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/three	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/three	github			static-html	browser	pnpm		pnpm run build	dist	False	False	True	False	True		True	2fe58d251ab6f3fb2505ae2d3f13e2f7bfdc777c5a8c39bb5fe19ba2fb63bad3	False	package library	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages-react	liquid-dom-master-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/react	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/react	github			react	browser	pnpm		pnpm run build	dist	False	False	True	False	True		True	652469598c03ff644669420c921ab50c1e7a01729dd53c6f19365d00224c3c8b	False	package library	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-dom-master-1-liquid-dom-master-packages
glasslab-Users-lekan-Dev-glass-projects-lab-originals-untitled-6-untitled-src	untitled-6		/Users/lekan/Dev/glass-projects-lab/originals/untitled-6/untitled/src	/Users/lekan/Dev/glass-projects-lab/originals/untitled-6/untitled/src	/Users/lekan/Dev/glass-projects-lab/originals/untitled-6/untitled/src	github			html-fragment	browser	npm				False	False	False	False	False		False	d0767d087f49d3a3be9b3f257dced047de85a133c84c1f7cfd2c41ed75b47de0	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-untitled-6-untitled-src
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-js-main-liquid-glass-js-main	liquid-glass-js-main		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-js-main/liquid-glass-js-main	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-js-main/liquid-glass-js-main	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-js-main/liquid-glass-js-main	github			static-html	browser	npm				False	False	False	False	False		False	d97767e56bf791da5f89ab7dfb0040db9271b1fd4db4872e33f5df9b782802ae	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-js-main-liquid-glass-js-main
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-components-1-liquid-glass-components-src	liquid-glass-components-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-components-1/liquid-glass-components/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-components-1/liquid-glass-components/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-components-1/liquid-glass-components/src	github			html-fragment	browser	npm				False	False	False	False	False		False	627da6c824fb1cdf54bf82f3872d5351bdcd0363dcb1b51123ff6122b4001b35	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-components-1-liquid-glass-compone
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src	liquid-glass-tainwildcss-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-tainwildcss-1/liquid-glass-tainwildcss/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-tainwildcss-1/liquid-glass-tainwildcss/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-tainwildcss-1/liquid-glass-tainwildcss/src	github			html-fragment	browser	npm				False	False	False	False	False		False	c96eccad152b0af872c552b98f1fcb6e64a246e52b2ca92f2983b22f40dad420	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-tainwildcss-1-liquid-glass-tainwi
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src	liquid-glass-fluid-movement-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-fluid-movement-1/liquid-glass-fluid-movement/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-fluid-movement-1/liquid-glass-fluid-movement/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-fluid-movement-1/liquid-glass-fluid-movement/src	github			static-html	browser	npm				False	False	False	False	False		False	15eea9351703fbd0acad5b18e907626fbb212b92dd77cd7be1fc91efedab26e3	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-fluid-movement-1-liquid-glass-flu
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-react-master-liquid-glass-react-master	liquid-glass-react-master		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master	github			react	browser	npm		npm run build	dist	False	False	True	False	False		False	e5b8d5cabc03813b78ffa9d5b37a5a4d26fbb9065b4e338927b2ae5bb2009085	False	library package	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-react-master-liquid-glass-react-m
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example	liquid-glass-react-master		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master/liquid-glass-example	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master/liquid-glass-example	github			nextjs	browser	npm		npm run build	.next	False	False	False	False	False		True	2d56f8badbbca95b1e5b4723a1283a364839fd0bc423fc3bd0d17279217dce04	True	real demo	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-react-master-liquid-glass-react-m
glasslab-Users-lekan-Dev-glass-projects-lab-originals-apple-liquid-glass-1-apple-liquid-glass-src	apple-liquid-glass-1		/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-1/apple-liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-1/apple-liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-1/apple-liquid-glass/src	github			html-fragment	browser	npm				False	False	False	False	False		False	5e50f8971eaacb5919fe32b597122fec5cbb7eab1b2c2a8b94bb8508a81b33b1	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-apple-liquid-glass-1-apple-liquid-glass-src
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-shader-liquid-glass-shader-src	liquid-glass-shader		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-shader/liquid-glass-shader/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-shader/liquid-glass-shader/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-shader/liquid-glass-shader/src	github			html-fragment	browser	npm				False	False	False	False	False		False	6fcfa890d20a6acbf1ca0c364dd2d2487620a2b15d9d655ebf59ef417af9b68a	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-shader-liquid-glass-shader-src
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-5-liquid-glass-src	liquid-glass-5		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-5/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-5/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-5/liquid-glass/src	github			html-fragment	browser	npm				False	False	False	False	False		False	524ad8a3e1fab041bd7b6d67cbb2ae72b88cc279c99a46cd78ca74fbad2e9fdb	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-5-liquid-glass-src
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-2-liquid-glass-src	liquid-glass-2		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-2/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-2/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-2/liquid-glass/src	github			html-fragment	browser	npm				False	False	False	False	False		False	bb28e5da954010857837461fa5169a9e002b483448c124861f49c889edf2f433	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-2-liquid-glass-src
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src	liquid-glass-switcher-css-1		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-switcher-css-1/liquid-glass-switcher-css/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-switcher-css-1/liquid-glass-switcher-css/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-switcher-css-1/liquid-glass-switcher-css/src	github			html-fragment	browser	npm				False	False	False	False	False		False	1baae55c5100ef5d20a6313c9f8e02c4c50011b9b7245f7f2028191d4dc264d5	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-switcher-css-1-liquid-glass-switc
glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-4-liquid-glass-src	liquid-glass-4		/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-4/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-4/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-4/liquid-glass/src	github			html-fragment	browser	npm				False	False	False	False	False		False	a8bfa00af5ef20bc7505fcee37174f0a2a9f3bb70b30fb98fa9f3497d1e2482d	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-liquid-glass-4-liquid-glass-src
glasslab-Users-lekan-Dev-glass-projects-lab-originals-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src	apple-liquid-glass-experiments-1		/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-experiments-1/apple-liquid-glass-experiments/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-experiments-1/apple-liquid-glass-experiments/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-experiments-1/apple-liquid-glass-experiments/src	github			html-fragment	browser	npm				False	False	False	False	False		False	69ec3cd2af4b4171511b9c571e532071f5bf0912a33f6f1b85bea94405bdcea9	True	standalone	glasslab-Users-lekan-Dev-glass-projects-lab-originals-apple-liquid-glass-experiments-1-apple-liquid-
glasslab-frontend-projects-main-frontend-projects-main-movie-instantsearch			deployments/glasslab-frontend-projects-main-frontend-projects-main-movie-instantsearch		deployments/glasslab-frontend-projects-main-frontend-projects-main-movie-instantsearch																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-movie-instantsearch
glasslab-glass-like-css-1-glass-like-css-src			deployments/glasslab-glass-like-css-1-glass-like-css-src		deployments/glasslab-glass-like-css-1-glass-like-css-src																		True	manually added from deployments	glasslab-glass-like-css-1-glass-like-css-src
glasslab-7-aero-stylesheet-main-7-aero-stylesheet-main			deployments/glasslab-7-aero-stylesheet-main-7-aero-stylesheet-main		deployments/glasslab-7-aero-stylesheet-main-7-aero-stylesheet-main																		True	manually added from deployments	glasslab-7-aero-stylesheet-main-7-aero-stylesheet-main
glasslab-frontend-projects-main-frontend-projects-main-css-if-function			deployments/glasslab-frontend-projects-main-frontend-projects-main-css-if-function		deployments/glasslab-frontend-projects-main-frontend-projects-main-css-if-function																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-css-if-function
glasslab-ios-liquid-glass-ios-liquid-glass-src			deployments/glasslab-ios-liquid-glass-ios-liquid-glass-src		deployments/glasslab-ios-liquid-glass-ios-liquid-glass-src																		True	manually added from deployments	glasslab-ios-liquid-glass-ios-liquid-glass-src
glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f
glasslab-frontend-projects-main-frontend-projects-main-tictactoe			deployments/glasslab-frontend-projects-main-frontend-projects-main-tictactoe		deployments/glasslab-frontend-projects-main-frontend-projects-main-tictactoe																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-tictactoe
glasslab-apple-liquid-glass-from-lucasromerodb-liquid-glass-effect-macos-apple-liquid-glass-from-lucasromerodb-liquid-glass-effect-macos-src			deployments/glasslab-apple-liquid-glass-from-lucasromerodb-liquid-glass-effect-macos-apple-liquid-glass-from-lucasromerodb-liquid-glass-effect-macos-src		deployments/glasslab-apple-liquid-glass-from-lucasromerodb-liquid-glass-effect-macos-apple-liquid-glass-from-lucasromerodb-liquid-glass-effect-macos-src																		True	manually added from deployments	glasslab-apple-liquid-glass-from-lucasromerodb-liquid-glass-effect-macos-apple-liquid-glass-from-luc
glasslab-liquid-glass-4-liquid-glass-src			deployments/glasslab-liquid-glass-4-liquid-glass-src		deployments/glasslab-liquid-glass-4-liquid-glass-src																		True	manually added from deployments	glasslab-liquid-glass-4-liquid-glass-src
glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src			deployments/glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src		deployments/glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src																		True	manually added from deployments	glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src
glasslab-liquid-glass-react-master-liquid-glass-react-master			deployments/glasslab-liquid-glass-react-master-liquid-glass-react-master		deployments/glasslab-liquid-glass-react-master-liquid-glass-react-master																		True	manually added from deployments	glasslab-liquid-glass-react-master-liquid-glass-react-master
glasslab-frontend-projects-main-frontend-projects-main-tictactoe-public			deployments/glasslab-frontend-projects-main-frontend-projects-main-tictactoe-public		deployments/glasslab-frontend-projects-main-frontend-projects-main-tictactoe-public																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-tictactoe-public
glasslab-pure-css-ios-26-liquid-glass-effect-pure-css-ios-26-liquid-glass-effect-src			deployments/glasslab-pure-css-ios-26-liquid-glass-effect-pure-css-ios-26-liquid-glass-effect-src		deployments/glasslab-pure-css-ios-26-liquid-glass-effect-pure-css-ios-26-liquid-glass-effect-src																		True	manually added from deployments	glasslab-pure-css-ios-26-liquid-glass-effect-pure-css-ios-26-liquid-glass-effect-src
glasslab-glassmorphism-main-glassmorphism-main			deployments/glasslab-glassmorphism-main-glassmorphism-main		deployments/glasslab-glassmorphism-main-glassmorphism-main																		True	manually added from deployments	glasslab-glassmorphism-main-glassmorphism-main
glasslab-apple-liquid-glass-1-apple-liquid-glass-src			deployments/glasslab-apple-liquid-glass-1-apple-liquid-glass-src		deployments/glasslab-apple-liquid-glass-1-apple-liquid-glass-src																		True	manually added from deployments	glasslab-apple-liquid-glass-1-apple-liquid-glass-src
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-react			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-react		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-react																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-react
glasslab-liquid-dom-master-1-liquid-dom-master-demo-minimal			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-minimal		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-minimal																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-demo-minimal
glasslab-frontend-projects-main-frontend-projects-main-tictactoe-vanilla			deployments/glasslab-frontend-projects-main-frontend-projects-main-tictactoe-vanilla		deployments/glasslab-frontend-projects-main-frontend-projects-main-tictactoe-vanilla																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-tictactoe-vanilla
